assists_round,deaths_round,dmg_round,gnd_dmg_round,hs_percentage,impact,kast,kd_ratio,kills_round,maps_played,player_age,player_country,player_id,player_nick,rating_1,rounds_played,save_team_round,saved_by_round,total_deaths,total_kills
0.12,0.83,60.2,2.3,44.4%,0.40,58.7%,0.52,0.43,5,24,Thailand,16909,Chalalalala,0.63,126,0.13,0.08,104,54
0.0,0.94,30.6,4.7,30.0%,0.27,28.6%,0.3,0.29,2,-,Mexico,19412,Urino-sama,0.27,35,0.14,0.09,33,10
0.14,0.72,76.4,4.5,45.8%,1.07,66.5%,0.94,0.68,173,28,United States,8493,Char,0.96,4458,0.10,0.09,3224,3021
0.15,0.73,70.2,5.7,46.7%,0.71,69.2%,0.79,0.58,1,20,Romania,19826,habibi,0.89,26,0.04,0.12,19,15
0.19,0.69,74.0,8.1,44.9%,0.99,67.6%,0.81,0.56,9,26,Finland,16637,jezkuee,0.97,244,0.07,0.12,168,136
0.1,0.78,65.5,2.4,65.8%,0.85,62.2%,0.77,0.6,8,18,Norway,20714,markow,0.85,196,0.15,0.10,152,117
0.16,0.69,57.5,3.3,42.9%,0.64,65.4%,0.82,0.56,6,-,Singapore,9535,Myth,0.85,150,0.08,0.10,103,84
0.14,0.7,74.1,3.5,41.5%,1.09,69.2%,0.98,0.69,34,22,Brazil,16341,GaBi,1.03,830,0.09,0.08,580,569
0.17,0.85,69.8,2.6,42.3%,0.98,61.7%,0.65,0.55,2,-,France,11268,XENOUf,0.79,47,0.00,0.13,40,26
0.13,0.75,68.4,3.3,52.2%,0.91,64.7%,0.79,0.59,254,25,Australia,12917,Chub,0.89,6511,0.08,0.10,4891,3866
0.13,0.64,78.1,4.4,37.7%,1.07,70.4%,1.12,0.72,17,22,Kazakhstan,18100,yoki,1.11,456,0.08,0.09,293,329
0.07,0.82,54.3,2.7,46.9%,0.61,45.5%,0.57,0.47,3,-,Sweden,9180,H4GSTROM,0.62,68,0.18,0.00,56,32
0.09,0.78,-,-,100.0%,-,-,0.17,0.13,1,-,Libya,8718,Availer,0.29,23,-,-,18,3
0.12,0.68,76.0,2.8,60.0%,1.08,69.0%,1.0,0.68,14,21,France,19739,Ex3rcice,1.06,352,0.12,0.11,241,240
0.15,0.71,-,-,49.3%,-,-,0.84,0.6,9,-,Germany,8301,tomseN,0.88,231,-,-,164,138
0.13,0.73,70.1,2.7,31.7%,0.98,63.8%,0.88,0.64,29,-,Poland,10089,urbanbiffeN,0.91,755,0.08,0.11,551,486
0.15,0.64,76.6,4.4,49.3%,1.03,68.9%,1.15,0.74,1744,31,Sweden,39,GeT_RiGhT,1.09,45005,0.08,0.09,28960,33249
0.06,0.75,35.6,1.2,33.3%,0.22,49.3%,0.35,0.26,3,-,Australia,18453,Rgpenguin,0.45,69,0.06,0.06,52,18
0.19,0.78,82.9,0.4,34.5%,1.27,71.8%,0.95,0.74,3,-,Hong Kong,11690,frax,1.11,78,0.14,0.14,61,58
0.07,0.95,56.9,1.1,38.9%,0.79,42.5%,0.47,0.45,2,26,Thailand,15382,Naddd,0.55,40,0.05,0.07,38,18
0.12,0.67,74.1,3.7,56.5%,1.01,69.4%,1.0,0.68,738,21,Sweden,10463,Bååten,1.0,19661,0.11,0.10,13254,13293
0.09,0.86,-,-,40.0%,-,-,0.53,0.45,1,-,Germany,8114,mIKEY,0.57,22,-,-,19,10
0.11,0.68,73.6,1.9,34.4%,1.05,69.8%,1.04,0.7,200,21,China,12365,Monster,1.06,5329,0.10,0.10,3618,3752
0.1,0.77,74.4,2.3,52.8%,1.09,65.3%,0.91,0.7,10,24,Luxembourg,17753,Simply,0.99,274,0.09,0.08,212,193
0.12,0.63,72.6,3.9,55.1%,1.01,72.1%,1.06,0.67,90,21,Japan,15283,oitaN,1.07,2338,0.11,0.10,1468,1562
0.1,0.64,80.4,2.5,40.0%,1.28,76.3%,1.28,0.81,5,20,Argentina,20689,Hezz,1.22,135,0.11,0.07,86,110
0.15,0.67,78.6,6.5,43.6%,1.08,70.7%,1.05,0.7,116,20,South Africa,11848,massacRe,1.08,2986,0.12,0.10,2003,2097
0.07,0.64,67.1,2.9,50.0%,0.90,57.1%,0.89,0.57,1,20,Norway,17040,Sebbe,0.9,28,0.25,0.04,18,16
0.17,0.73,-,-,39.9%,-,-,0.84,0.62,19,-,Denmark,1832,krischjo,0.86,449,-,-,330,278
0.13,0.73,73.9,2.2,48.1%,0.96,64.3%,0.89,0.64,10,20,Malaysia,15967,Linx,0.94,252,0.13,0.08,183,162
0.12,0.71,68.1,3.3,49.5%,1.03,66.0%,0.92,0.65,28,-,Canada,11072,terrorize,0.96,791,0.10,0.11,558,513
0.13,0.7,69.3,3.7,46.6%,0.93,67.5%,0.93,0.65,503,24,Poland,8320,repo,0.93,13199,0.09,0.10,9263,8606
0.14,0.85,82.9,3.5,52.1%,0.79,62.7%,0.67,0.56,4,-,Vietnam,9533,kemz,0.72,85,0.16,0.07,72,48
0.12,0.85,66.7,2.5,53.3%,0.52,61.5%,0.68,0.58,1,21,United States,19002,AJ,0.7,26,0.08,0.04,22,15
0.18,0.68,103.5,1.6,56.0%,1.28,78.6%,1.32,0.89,1,23,Russia,12751,mooNN,1.38,28,0.11,0.11,19,25
0.1,0.68,79.4,2.7,29.7%,1.32,73.0%,1.12,0.76,9,20,Estonia,18801,Papaje1s,1.19,244,0.09,0.10,165,185
0.05,0.9,43.6,0.8,53.3%,0.37,43.6%,0.43,0.38,2,-,South Africa,17903,Trogie,0.42,39,0.08,0.10,35,15
0.15,0.68,84.5,3.4,53.6%,1.27,71.6%,1.16,0.79,227,29,Sweden,1646,zAAz,1.13,5502,0.09,0.09,3733,4339
0.09,0.41,17.4,0.6,20.0%,0.17,76.8%,0.22,0.09,2,34,Belarus,528,keep3r,0.69,56,0.00,0.09,23,5
0.12,0.83,65.0,1.9,20.0%,0.75,48.8%,0.59,0.49,2,19,Hong Kong,14943,Ana.Rchist,0.69,41,0.05,0.07,34,20
0.05,0.83,56.6,0.3,26.7%,0.77,57.3%,0.73,0.6,3,-,Mongolia,19828,K1NGR3D ,0.73,75,0.15,0.07,62,45
0.13,0.72,52.3,3.9,51.8%,0.67,67.0%,0.67,0.48,9,26,United States,16681,Muenster,0.79,230,0.11,0.11,165,110
0.11,0.74,58.3,2.6,48.1%,0.87,61.7%,0.77,0.57,2,-,Russia,11930,CMEPTb,0.83,47,0.04,0.09,35,27
0.15,0.73,58.2,4.3,47.7%,0.60,63.5%,0.66,0.48,10,-,Hungary,10789,tml,0.74,266,0.06,0.07,194,128
0.14,0.71,70.6,2.8,56.2%,0.95,65.2%,0.96,0.68,227,29,Russia,9082,krecker,0.96,5882,0.10,0.09,4162,4008
0.14,0.7,73.6,3.9,50.2%,0.98,68.4%,0.96,0.67,398,24,Canada,9053,Uber,0.96,10027,0.11,0.12,6973,6674
0.1,0.88,76.7,3.9,51.9%,1.01,53.7%,0.75,0.66,2,21,Uruguay,18863,Raymond,0.81,41,0.12,0.10,36,27
0.18,0.74,67.9,4.4,35.9%,0.83,62.1%,0.85,0.63,12,-,Norway,11,Vertigo,0.9,315,0.10,0.14,232,198
0.13,0.67,70.6,3.9,47.8%,0.96,68.0%,0.95,0.64,162,26,Denmark,3770,quiNz,0.96,4181,0.09,0.10,2803,2676
0.11,0.79,63.8,2.4,58.0%,0.72,60.7%,0.73,0.57,46,-,China,4228,Zakia,0.78,1130,0.08,0.08,888,647
0.15,0.78,65.0,0.7,45.5%,0.89,62.4%,0.67,0.52,9,-,Canada,9659,McMahon,0.77,237,0.05,0.13,184,123
0.14,0.81,73.5,5.7,45.8%,0.75,68.7%,0.79,0.64,6,25,Saudi Arabia,15560,n1ex,0.86,150,0.11,0.07,122,96
0.08,0.71,62.8,1.7,67.4%,0.85,59.0%,0.78,0.55,4,-,Georgia,12439,Cron,0.82,83,0.06,0.06,59,46
0.16,1.0,36.2,0.3,75.0%,0.00,42.1%,0.21,0.21,1,-,United States,13336,axemen,0.29,19,0.11,0.11,19,4
0.0,0.75,59.9,3.6,30.8%,0.67,55.0%,0.87,0.65,1,-,United States,6428,CuZ,0.77,20,0.10,0.05,15,13
0.15,0.77,64.5,5.8,41.8%,0.73,60.4%,0.64,0.5,5,22,Thailand,19532,supat77,0.76,111,0.06,0.08,86,55
0.09,0.74,92.6,0.0,25.0%,1.03,87.0%,1.18,0.87,1,-,United States,15847,PatheticJon,1.31,23,0.09,0.13,17,20
0.07,0.86,64.8,3.2,61.9%,0.46,53.5%,0.57,0.49,2,16,Thailand,19542,MonsteRTiME,0.6,43,0.21,0.09,37,21
0.07,0.8,78.5,0.5,50.0%,0.86,56.8%,0.91,0.73,2,20,South Africa,18768,willow,0.92,44,0.09,0.02,35,32
0.16,0.66,75.1,3.6,42.3%,0.96,70.7%,1.01,0.67,186,29,Korea,9906,Argency,0.98,4796,0.11,0.10,3165,3195
0.15,0.9,62.4,1.1,45.0%,0.76,57.5%,0.56,0.5,2,-,Brazil,14438,Odin,0.7,40,0.15,0.10,36,20
0.16,0.84,67.6,0.6,44.4%,0.52,59.5%,0.58,0.49,2,-,Denmark,16711,Thobo,0.71,37,0.14,0.11,31,18
0.14,0.69,75.6,4.8,55.4%,0.91,69.2%,0.97,0.67,19,31,Montenegro,3121,Gigi,0.96,479,0.07,0.10,332,323
0.04,0.79,74.6,0.9,47.2%,0.95,63.8%,0.97,0.77,2,19,Czech Republic,17742,TuiPo,0.95,47,0.04,0.09,37,36
0.13,0.71,71.3,4.2,45.2%,0.90,68.1%,0.88,0.63,72,26,Ukraine,15642,zendik,0.96,1933,0.08,0.10,1381,1213
0.1,0.67,74.1,3.7,44.4%,1.09,66.1%,1.05,0.71,11,22,Sweden,15717,Karma,1.06,280,0.14,0.11,188,198
0.14,0.75,-,-,25.3%,-,-,0.85,0.64,12,-,Poland,4972,DOBEE1,0.88,310,-,-,234,198
0.15,0.71,60.3,4.1,37.2%,0.81,66.5%,0.72,0.51,11,30,Portugal,15886,watson,0.85,269,0.10,0.12,190,137
0.13,0.69,76.7,3.9,42.3%,1.13,69.4%,1.04,0.72,156,29,Sweden,5368,khobra,1.03,4102,0.09,0.09,2824,2936
0.03,0.87,49.3,0.7,50.0%,0.32,47.4%,0.48,0.42,2,-,Denmark,16730,h4nzji,0.47,38,0.05,0.05,33,16
0.15,0.67,68.4,3.5,48.8%,0.81,69.0%,0.88,0.59,169,33,Brazil,2530,AlaNDieg0R,0.94,4421,0.10,0.09,2965,2598
0.13,0.7,74.3,6.4,50.0%,0.89,71.0%,0.92,0.64,3,-,Brazil,11729,piahhZORD ,0.96,69,0.32,0.20,48,44
0.16,0.84,74.4,5.5,40.0%,0.81,60.0%,0.71,0.6,1,-,India,12655,Mario,0.86,25,0.16,0.12,21,15
0.11,0.74,66.2,3.8,52.0%,0.93,63.9%,0.84,0.62,26,-,Brazil,13990,frt,0.89,654,0.11,0.10,482,404
0.12,0.76,71.6,1.9,50.0%,0.94,63.5%,0.83,0.63,68,25,China,12933,Mumu,0.91,1681,0.10,0.08,1270,1059
0.13,0.75,61.4,2.9,54.2%,0.71,60.4%,0.65,0.49,10,22,China,18747,FairyRae,0.76,288,0.12,0.11,217,142
0.17,0.81,-,-,37.7%,-,-,0.85,0.69,10,-,Italy,9720,VIILegione,0.9,223,-,-,181,154
0.17,0.68,72.2,8.1,55.9%,0.95,70.0%,0.98,0.67,79,31,Finland,7197,JALLU,0.97,2085,0.10,0.11,1423,1391
0.13,0.76,78.0,2.1,40.7%,0.99,72.7%,0.95,0.72,13,-,United States,9128,save,0.97,335,0.10,0.09,254,241
0.13,0.71,73.6,1.9,26.5%,0.86,67.1%,0.91,0.64,3,22,United Kingdom,20337,Xetherato,0.96,76,0.03,0.07,54,49
0.13,0.74,81.5,5.0,49.4%,1.13,69.6%,1.0,0.74,211,21,Poland,15203,reiko,1.08,5547,0.13,0.11,4101,4085
0.12,0.71,66.8,1.7,50.5%,0.92,61.3%,0.9,0.64,7,27,United States,12714,bMAX,0.9,173,0.12,0.08,123,111
0.13,0.66,72.1,3.5,44.2%,0.97,69.9%,0.99,0.65,398,26,Thailand,11248,Leaf,1.02,10120,0.08,0.09,6689,6618
0.12,0.69,71.0,1.8,47.5%,0.98,67.8%,0.95,0.65,80,-,Sweden,9149,NIZN,0.94,2076,0.06,0.08,1429,1351
0.1,0.66,81.7,2.6,50.0%,1.12,71.2%,1.18,0.78,2,25,New Zealand,12328,Linious,1.13,59,0.10,0.03,39,46
0.13,0.75,64.0,4.5,48.9%,0.91,66.2%,0.86,0.65,9,26,Portugal,10105,debz,0.89,212,0.13,0.07,160,137
0.12,0.71,76.8,3.4,30.5%,0.72,69.2%,0.85,0.6,5,-,Lithuania,9434,basch,0.84,137,0.12,0.12,97,82
0.14,0.69,85.6,5.1,53.5%,1.23,70.7%,1.16,0.79,176,18,Australia,18545,asap,1.17,4532,0.10,0.08,3105,3590
0.11,0.73,-,-,37.1%,-,-,0.89,0.64,8,-,Serbia,8717,ajele,0.92,193,-,-,140,124
0.14,0.78,68.5,1.7,60.2%,0.88,67.8%,0.75,0.58,7,20,United States,20580,Ebover,0.9,211,0.08,0.12,164,123
0.12,0.74,64.1,5.0,55.7%,0.77,63.2%,0.78,0.57,23,16,Argentina,20451,abizz,0.84,604,0.09,0.12,445,345
0.13,0.72,70.9,3.3,52.3%,1.03,66.9%,0.9,0.65,41,20,Australia,16564,Crunchy,0.97,1084,0.09,0.09,781,704
0.09,0.54,31.2,0.1,45.5%,0.37,69.1%,0.43,0.23,3,34,Kazakhstan,5662,Solaar,0.69,94,0.01,0.05,51,22
0.12,0.8,65.0,4.1,43.9%,0.76,59.8%,0.71,0.57,33,23,Australia,16965,cJaay,0.78,766,0.10,0.11,615,437
0.0,0.66,-,-,9.7%,-,-,0.97,0.64,6,-,Poland,7362,LEASEK,0.93,146,-,-,96,93
0.2,0.72,56.0,1.4,65.1%,0.51,62.4%,0.64,0.46,4,-,Kyrgyzstan,15979,ta1a,0.72,93,0.06,0.13,67,43
0.09,0.72,77.9,2.2,45.9%,1.20,66.7%,0.97,0.7,6,22,Argentina,18547,denegado,1.07,159,0.11,0.09,114,111
0.18,0.67,78.3,6.2,37.0%,1.00,69.3%,0.9,0.6,6,26,United States,17099,Vipe,1.05,153,0.07,0.07,102,92
0.13,0.69,72.5,1.7,50.6%,1.13,69.6%,1.01,0.69,14,20,Norway,15340,milk,1.06,359,0.14,0.08,246,249
0.24,0.65,64.2,4.6,28.6%,0.83,73.0%,0.85,0.56,2,24,Russia,12730,Steady,0.91,63,0.03,0.06,41,35
0.16,0.82,71.9,4.5,60.7%,1.04,66.7%,0.67,0.55,2,-,Brazil,13293,fiva,0.89,51,0.02,0.06,42,28
0.16,0.8,87.4,2.4,25.0%,1.09,77.6%,1.03,0.82,2,-,Chile,18035,javice,1.1,49,0.14,0.02,39,40
0.12,0.68,71.9,3.7,62.8%,1.04,70.8%,0.99,0.67,118,21,Lebanon,13613,Senpai,1.04,3046,0.11,0.12,2064,2039
0.12,0.69,73.1,2.9,31.3%,1.11,67.5%,1.01,0.69,223,25,Lithuania,11320,Carcass,1.04,5736,0.09,0.09,3948,3977
0.13,0.68,70.8,5.5,45.9%,0.93,67.9%,0.91,0.62,78,18,United Kingdom,18560,leaf,0.98,2217,0.11,0.10,1508,1371
0.04,0.6,59.1,1.9,53.1%,0.80,78.7%,1.14,0.68,2,-,United States,11034,JUKE,1.06,47,0.04,0.04,28,32
0.13,0.69,71.3,6.0,51.6%,0.89,69.2%,0.89,0.61,80,20,Ukraine,17803,fear,0.97,2020,0.10,0.11,1398,1241
0.0,0.97,56.7,0.5,50.0%,0.49,38.9%,0.46,0.44,2,-,Canada,12785,BerZaK,0.5,36,0.08,0.11,35,16
0.06,0.92,46.7,1.1,50.0%,0.36,47.2%,0.42,0.39,2,28,Japan,12947,eNgi,0.46,36,0.11,0.19,33,14
0.12,0.75,65.9,9.0,50.0%,0.87,63.5%,0.72,0.54,2,-,Sweden,12984,jaykay,0.85,52,0.06,0.04,39,28
0.09,0.81,55.8,1.2,51.0%,0.68,55.1%,0.62,0.5,4,18,Australia,18739,BoLTz,0.68,98,0.10,0.08,79,49
0.11,0.67,76.4,3.9,48.4%,0.98,69.1%,1.06,0.7,44,24,New Zealand,20528,Mes,1.05,1144,0.08,0.07,761,803
0.12,0.69,74.9,2.4,42.8%,0.93,67.7%,0.99,0.68,49,20,Belarus,11927,Nyuma,1.0,1274,0.10,0.08,874,863
0.15,0.75,68.1,3.4,46.7%,0.88,63.5%,0.77,0.58,2,25,Hong Kong,12313,tiu9,0.85,52,0.15,0.08,39,30
0.1,0.85,73.0,1.9,51.1%,0.89,58.9%,0.73,0.62,3,20,United States,20575,JAM,0.84,73,0.08,0.10,62,45
0.17,0.83,-,-,66.7%,-,-,0.69,0.57,2,-,Denmark,8856,falkn,0.67,42,-,-,35,24
0.12,0.69,73.2,2.8,51.7%,1.07,68.9%,1.0,0.69,60,23,Korea,11373,hyoil,1.04,1516,0.11,0.11,1052,1049
0.13,0.81,63.3,4.7,46.8%,0.70,62.3%,0.67,0.54,8,24,Indonesia,14399,maRk,0.76,204,0.09,0.12,165,111
0.11,0.74,-,-,55.0%,-,-,1.15,0.86,2,-,Germany,7518,CURTNESS,1.13,70,-,-,52,60
0.08,0.79,56.4,1.4,10.0%,0.37,50.0%,0.53,0.42,1,23,Russia,12240,CRUEL,0.56,24,0.04,0.17,19,10
0.29,0.92,66.4,1.0,43.8%,0.67,71.1%,0.46,0.42,2,19,Uruguay,11503,derezzed,0.69,38,0.03,0.08,35,16
0.22,0.78,-,-,27.3%,-,-,0.61,0.48,1,-,France,9614,MELKA,0.6,23,-,-,18,11
0.11,0.72,67.2,3.7,52.8%,0.97,65.8%,0.86,0.62,58,21,United States,15530,ara,0.94,1547,0.12,0.12,1108,958
0.09,0.65,58.8,2.1,37.3%,0.73,69.5%,0.8,0.52,9,21,Russia,18986,thatwhocame,0.9,243,0.05,0.07,157,126
0.13,0.67,66.8,4.2,39.5%,0.91,69.1%,0.93,0.62,171,31,United States,8912,Professor_Chaos,0.92,4396,0.11,0.11,2951,2740
0.0,0.87,-,-,54.1%,-,-,0.49,0.43,4,-,Belgium,7599,qDR,0.55,87,-,-,76,37
0.13,0.74,67.3,4.2,57.7%,0.79,67.9%,0.78,0.58,24,-,Finland,14086,JUFIS,0.88,607,0.10,0.12,450,352
0.12,0.78,72.6,1.7,55.5%,1.10,63.5%,0.86,0.67,20,22,China,13353,xiaoye,0.95,520,0.10,0.09,404,348
0.12,0.71,60.7,5.2,17.4%,0.66,61.2%,0.66,0.47,2,30,Poland,14675,Forys,0.76,49,0.02,0.06,35,23
0.05,0.74,69.0,7.6,45.2%,0.95,61.4%,0.87,0.64,4,20,Brazil,20915,SaNt0S,0.91,114,0.14,0.05,84,73
0.21,0.71,56.1,0.0,55.6%,0.72,54.2%,0.53,0.38,1,-,Russia,12755,f0hl,0.73,24,0.08,0.04,17,9
0.13,0.73,73.7,2.6,57.8%,0.97,67.6%,0.91,0.67,67,18,Czech Republic,18186,Crazyy,0.98,1829,0.11,0.11,1340,1220
0.12,0.67,80.4,3.0,56.9%,1.24,72.2%,1.13,0.76,105,22,India,14518,DeathMakeR,1.16,2717,0.15,0.11,1826,2070
0.1,0.7,64.5,7.5,21.4%,0.77,56.7%,0.67,0.47,1,22,China,18011,lossy,0.79,30,0.10,0.13,21,14
0.14,0.74,70.5,2.8,59.9%,0.92,63.0%,0.8,0.59,31,27,Sweden,8577,bugge,0.83,755,0.12,0.11,560,446
0.1,0.9,67.7,1.0,40.4%,0.99,46.3%,0.64,0.57,4,19,China,19062,OBONE,0.73,82,0.13,0.07,74,47
0.07,0.83,49.8,0.1,42.1%,0.46,47.6%,0.54,0.45,2,22,Brazil,20990,poosh1ziK,0.49,42,0.02,0.07,35,19
0.15,0.87,70.7,4.4,52.7%,1.17,53.5%,0.73,0.64,4,21,Canada,14104,ChadMeister,0.85,86,0.12,0.08,75,55
0.13,0.83,64.9,4.2,55.6%,0.60,73.3%,0.72,0.6,1,-,United Arab Emirates,14343,s0nga_sultan,0.81,30,0.13,0.17,25,18
0.0,0.78,-,-,22.9%,-,-,0.78,0.6,15,-,Germany,7222,kemo,0.82,362,-,-,281,218
0.07,0.73,81.5,4.0,22.5%,1.04,60.7%,0.98,0.71,2,-,United States,12973,chaca_,1.01,56,0.05,0.09,41,40
0.12,0.62,74.3,3.4,48.3%,1.05,72.4%,1.11,0.69,1104,21,Kazakhstan,11942,buster,1.1,29072,0.09,0.08,18045,20082
0.13,0.69,79.7,3.8,51.0%,1.16,68.2%,1.04,0.72,796,20,Russia,16612,n0rb3r7,1.09,21349,0.08,0.08,14831,15448
0.15,0.66,82.2,3.3,46.4%,1.17,72.4%,1.13,0.75,34,22,Russia,16497,tory,1.16,901,0.13,0.12,597,676
0.09,0.78,64.1,6.7,43.3%,0.87,67.4%,0.83,0.65,2,24,Finland,14422,nlw,0.87,46,0.07,0.09,36,30
0.03,0.91,50.4,0.0,31.2%,0.90,40.0%,0.5,0.46,2,-,Brunei,17987,ryuWTF,0.58,35,0.00,0.03,32,16
0.11,0.64,55.4,3.0,52.4%,0.67,70.2%,0.78,0.5,3,21,United States,20398,verify,0.86,84,0.15,0.11,54,42
0.04,0.77,-,-,50.0%,-,-,0.8,0.62,1,-,Denmark,7827,Flik,0.95,26,-,-,20,16
0.17,0.71,64.1,13.7,50.0%,0.83,70.8%,0.59,0.42,1,-,Denmark,11280,fa1th,0.87,24,0.04,0.08,17,10
0.08,0.72,66.2,1.8,44.4%,0.80,65.1%,0.92,0.66,4,25,Hong Kong,14998,1521871,0.87,109,0.17,0.13,78,72
0.09,0.69,72.5,5.0,55.8%,0.94,69.1%,0.93,0.64,3,29,Pakistan,12196,saeeiN,0.99,81,0.17,0.10,56,52
0.16,0.69,76.1,5.2,50.1%,1.08,70.1%,0.94,0.65,87,23,Latvia,15500,ardiis,1.04,2253,0.09,0.11,1564,1464
0.13,0.7,73.5,5.4,49.2%,0.78,73.7%,0.93,0.65,12,-,Peru,14669,strokeman,0.99,300,0.09,0.08,210,195
0.15,0.9,50.1,2.9,37.5%,0.52,53.7%,0.43,0.39,2,24,Turkey,20260,DubzWoW,0.54,41,0.17,0.10,37,16
0.11,0.65,64.3,3.5,36.1%,0.87,68.4%,0.92,0.6,617,29,France,8047,Lambert,0.91,16228,0.08,0.09,10606,9707
0.1,0.77,73.3,3.5,57.4%,0.92,72.4%,0.91,0.7,3,26,Latvia,19726,coldface,1.0,87,0.09,0.09,67,61
0.1,0.73,82.0,8.2,46.3%,1.03,70.0%,1.06,0.77,2,-,Australia,11787,b1ake,1.08,70,0.06,0.04,51,54
0.08,0.62,75.2,1.1,40.0%,1.01,71.7%,1.21,0.75,2,20,Latvia,19771,TRDM64,1.13,53,0.11,0.08,33,40
0.16,0.73,60.5,3.6,37.4%,0.68,66.7%,0.67,0.49,16,-,United States,16328,tryhard,0.8,424,0.09,0.16,309,206
0.16,0.61,75.8,6.3,41.5%,0.99,72.6%,1.09,0.67,1787,25,Denmark,4954,Xyp9x,1.03,46420,0.09,0.08,28311,30979
0.14,0.79,71.6,3.0,42.1%,1.05,75.0%,0.86,0.68,1,-,Poland,15371,EmEmm,1.01,28,0.21,0.18,22,19
0.15,0.74,75.1,3.6,53.3%,0.96,66.5%,0.88,0.66,44,23,Poland,15618,destroj,0.96,1143,0.12,0.09,847,749
0.1,0.9,51.4,1.1,43.5%,0.45,62.0%,0.51,0.46,2,28,Australia,13446,Rapunzel,0.57,50,0.18,0.08,45,23
0.14,0.68,77.8,4.3,48.4%,1.06,69.7%,1.01,0.69,114,21,Chile,17359,elemeNt,1.06,3000,0.11,0.11,2050,2069
0.12,0.7,70.2,3.5,45.4%,1.09,69.1%,0.95,0.67,14,-,Malaysia,20173,Kimmy,1.0,324,0.13,0.08,227,216
0.16,0.73,82.3,2.5,40.5%,1.13,73.8%,0.96,0.7,9,-,Macedonia,8995,oxley,0.98,227,0.10,0.12,165,158
0.11,0.74,66.7,0.2,17.6%,0.51,63.0%,0.85,0.63,1,22,Ukraine,19049,Mak,0.79,27,0.22,0.11,20,17
0.12,0.69,82.4,3.4,40.6%,1.11,68.9%,1.06,0.73,72,28,Canada,8518,glorinsz,1.05,1852,0.12,0.10,1279,1359
0.13,0.67,77.7,2.6,49.8%,1.11,71.9%,1.07,0.72,795,22,United States,9258,SicK,1.05,20701,0.12,0.10,13962,15002
0.12,0.77,84.7,1.7,53.8%,1.36,69.2%,1.16,0.89,4,19,China,18151,JUMPBENG,1.16,104,0.12,0.11,80,93
0.12,0.75,65.8,2.4,48.5%,0.90,65.3%,0.81,0.61,14,30,Sweden,8705,lio,0.86,376,0.12,0.11,282,229
0.14,0.65,77.8,3.1,50.7%,1.15,71.7%,1.14,0.74,1803,28,Denmark,7398,dupreeh,1.09,46878,0.09,0.09,30333,34574
0.06,0.97,47.7,2.5,41.7%,0.36,38.2%,0.36,0.35,2,31,Russia,19241,eliotzor,0.35,34,0.12,0.03,33,12
0.13,0.71,73.9,6.7,60.9%,0.89,67.9%,0.86,0.62,4,28,Finland,14420,jami,0.98,112,0.11,0.12,80,69
0.12,0.67,75.2,5.9,58.0%,0.69,72.6%,1.02,0.68,3,26,United States,17456,ZoOM,0.98,73,0.15,0.04,49,50
0.16,0.59,-,-,33.3%,-,-,1.06,0.62,4,-,South Africa,10522,danWow,0.97,82,-,-,48,51
0.15,0.74,74.5,3.4,25.5%,1.09,64.7%,0.91,0.67,13,30,Denmark,1888,zypath,0.99,368,0.10,0.10,271,247
0.05,0.95,-,-,36.4%,-,-,0.55,0.52,3,-,China,10184,shaoya,0.55,63,-,-,60,33
0.12,0.74,70.8,4.5,48.4%,1.01,66.8%,0.86,0.64,12,22,Finland,12811,makko,0.95,301,0.09,0.10,223,192
0.22,0.73,77.3,5.5,34.5%,1.00,63.3%,0.81,0.59,2,23,Russia,18853,Maha,0.96,49,0.12,0.08,36,29
0.08,0.78,65.4,1.0,46.0%,0.66,61.8%,0.72,0.56,4,-,Norway,15721,zeptyy,0.8,89,0.13,0.09,69,50
0.12,0.67,-,-,56.4%,-,-,0.86,0.58,20,-,Denmark,7152,whammy,0.88,458,-,-,307,265
0.15,0.72,70.4,4.5,32.4%,1.00,63.8%,0.87,0.63,19,21,Malaysia,12964,FENNEX,0.94,475,0.09,0.12,344,299
0.08,0.75,62.0,0.6,37.9%,0.87,65.4%,0.74,0.56,2,25,Malaysia,17601,fpzl,0.86,52,0.10,0.10,39,29
0.09,0.65,64.7,2.1,29.0%,0.93,66.8%,0.96,0.62,34,26,Portugal,16844,psh,0.97,865,0.11,0.10,558,534
0.22,0.85,76.4,2.7,42.6%,0.95,57.0%,0.64,0.55,3,24,Taiwan,15424,SweetCamper,0.8,86,0.05,0.02,73,47
0.14,0.78,85.8,1.5,63.0%,1.43,64.3%,0.94,0.73,11,20,Kazakhstan,18990,TNDKingg,1.1,294,0.10,0.08,230,216
0.11,0.75,66.8,3.1,66.3%,0.99,61.0%,0.84,0.64,7,-,Colombia,17539,Slayerhz,0.89,159,0.11,0.10,120,101
0.22,0.86,80.7,3.7,21.7%,1.03,72.2%,0.74,0.64,3,27,Poland,14685,primero,0.97,72,0.07,0.15,62,46
0.12,0.7,67.4,3.8,40.3%,0.98,64.3%,0.97,0.68,3,-,Sweden,15616,Schne,0.93,98,0.17,0.14,69,67
0.11,0.88,65.2,2.0,50.8%,0.69,58.2%,0.61,0.53,6,-,United Kingdom,10734,halz,0.69,122,0.12,0.06,107,65
0.14,0.79,71.8,3.2,48.0%,0.86,64.2%,0.78,0.62,38,25,China,11579,LongGG,0.88,958,0.09,0.11,760,596
