team_id,team,map,win_percentage,n_map
6211,Renegades,Mirage,56.49999999999999,200
6211,Renegades,Vertigo,70.58823529411765,17
6211,Renegades,Nuke,68.33333333333333,60
6211,Renegades,Dust2,61.165048543689316,103
6211,Renegades,Train,49.26470588235294,136
6211,Renegades,Ancient,0.0,0
6211,Renegades,Tuscan,0.0,0
6211,Renegades,Cobblestone,56.896551724137936,116
6211,Renegades,Cache,62.4,125
6211,Renegades,Season,0.0,0
6211,Renegades,Train_ve,0.0,0
6211,Renegades,Mirage_ce,0.0,0
6211,Renegades,Inferno_se,0.0,0
6211,Renegades,Nuke_se,0.0,0
6211,Renegades,Dust2_se,0.0,0
6211,Renegades,Train_se,0.0,0
6211,Renegades,Mill_ce,0.0,0
6211,Renegades,Dust_se,0.0,0
8668,ORDER,Overpass,60.71428571428571,28
8668,ORDER,Inferno,69.375,160
8668,ORDER,Mirage,68.91891891891892,148
8668,ORDER,Vertigo,70.96774193548387,31
8668,ORDER,Nuke,66.14173228346458,127
8668,ORDER,Dust2,64.38356164383562,73
8668,ORDER,Train,75.25773195876289,97
8668,ORDER,Ancient,0.0,0
8668,ORDER,Tuscan,0.0,0
8668,ORDER,Cobblestone,0.0,1
8668,ORDER,Cache,75.0,44
8668,ORDER,Season,0.0,0
8668,ORDER,Train_ve,0.0,0
8668,ORDER,Mirage_ce,0.0,0
8668,ORDER,Inferno_se,0.0,0
8668,ORDER,Nuke_se,0.0,0
8668,ORDER,Dust2_se,0.0,0
8668,ORDER,Train_se,0.0,0
8668,ORDER,Mill_ce,0.0,0
8668,ORDER,Dust_se,0.0,0
9881,Rooster,Overpass,72.72727272727273,22
9881,Rooster,Inferno,52.83018867924528,53
9881,Rooster,Mirage,51.724137931034484,58
9881,Rooster,Vertigo,53.84615384615385,13
9881,Rooster,Nuke,70.73170731707317,41
9881,Rooster,Dust2,45.0,20
9881,Rooster,Train,57.14285714285714,7
9881,Rooster,Ancient,0.0,0
9881,Rooster,Tuscan,0.0,0
9881,Rooster,Cobblestone,0.0,0
9881,Rooster,Cache,0.0,1
9881,Rooster,Season,0.0,0
9881,Rooster,Train_ve,0.0,0
9881,Rooster,Mirage_ce,0.0,0
9881,Rooster,Inferno_se,0.0,0
9881,Rooster,Nuke_se,0.0,0
9881,Rooster,Dust2_se,0.0,0
9881,Rooster,Train_se,0.0,0
9881,Rooster,Mill_ce,0.0,0
9881,Rooster,Dust_se,0.0,0
10948,Extra Salt,Overpass,75.0,16
10948,Extra Salt,Inferno,68.0,25
10948,Extra Salt,Mirage,50.0,2
10948,Extra Salt,Vertigo,75.0,16
10948,Extra Salt,Nuke,78.57142857142857,28
10948,Extra Salt,Dust2,53.333333333333336,15
10948,Extra Salt,Train,73.07692307692307,26
10948,Extra Salt,Ancient,0.0,0
10948,Extra Salt,Tuscan,0.0,0
